trade_id,source,venue,symbol,timeframe,timestamp_entry,timestamp_exit,direction,setup_type,primary_setup,tier,grade,entry_price,sl_price,tp_price,sl_distance_usd,rr_target,position_size_btc,position_size_usd,nano_qty,max_risk_usd,atr,atr_avg50,atr_ok_long,ema_fast,ema_slow,wpr_fast,wpr_slow,vol_ratio,chand_long,chand_short,hi50,lo50,sig_rsi,sig_dist_ema200,sig_dist_ema50,sig_body_ratio,d_rsi,w_rsi,daily_trend,weekly_trend,ema_gap_daily,ema_gap_weekly,tp_near_res,entry_gate_passed,entry_block_reason,exit_price,exit_reason,bars_held,pnl_usd,pnl_pct,r_multiple,fees_usd,pnl_net_usd,venue_adapter,atr_scale_applied,notes
ttr-20190517120000-00317,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-05-17T12:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.6675494531566135,,,,,15.806457921808644,-1.454091650433167,-7.093459294614406,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=15.806457921808644; atr_rank=0.99; dist_ema200=-1.454091650433167
ttr-20190517120000-00318,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-05-17T12:00:00Z,,long,T4a_H4_hammer_long,,4,,0,,,,,,,,,,,,,,,,1.1633023527629751,,,,,25.153917394267324,16.855654278001687,-2.0471636851750104,,,,bull,bull,,,,,,,sl_hit,,,-0.016,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=25.153917394267324; atr_rank=0.93; dist_ema200=16.855654278001687
ttr-20190520130000-00319,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-05-20T13:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.032602311850765,,,,,27.22049655711712,3.691308759719594,-0.8098771219316535,,,,bull,bull,,,,,,,tp_hit,,,0.0189999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=27.22049655711712; atr_rank=0.8; dist_ema200=3.691308759719594
ttr-20190522220000-00320,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-05-22T22:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.6188101289216115,,,,,36.22371654331165,0.992914429660949,-1.900053924887672,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=36.22371654331165; atr_rank=0.61; dist_ema200=0.992914429660949
ttr-20190523080000-00321,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-05-23T08:00:00Z,,long,T4a_H4_hammer_long,,4,,0,,,,,,,,,,,,,,,,0.9639011255004084,,,,,33.15172824389752,15.579931766484318,-0.6898392386557785,,,,bull,bull,,,,,,,tp_hit,,,0.029,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=33.15172824389752; atr_rank=0.33; dist_ema200=15.579931766484318
ttr-20190528130000-00322,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-05-28T13:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.690086394664028,,,,,35.60991922621827,6.4415639955033,0.7995089642574146,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=35.60991922621827; atr_rank=0.46; dist_ema200=6.4415639955033
ttr-20190603070000-00323,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-03T07:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.974526403021977,,,,,28.2998411537785,0.0907558671540263,-1.61951729518696,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=28.2998411537785; atr_rank=0.76; dist_ema200=0.0907558671540263
ttr-20190604200000-00324,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-06-04T20:00:00Z,,long,T4a_H4_hammer_long,,4,,0,,,,,,,,,,,,,,,,1.149302271365192,,,,,19.17884040125122,2.1539875992791258,-7.665102678489085,,,,bull,bull,,,,,,,sl_hit,,,-0.0159999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=19.17884040125122; atr_rank=0.86; dist_ema200=2.1539875992791258
ttr-20190604220000-00325,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-04T22:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,0.9733410287522668,,,,,36.40689325035903,-8.206448128703519,-5.7020487989248485,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=36.40689325035903; atr_rank=0.98; dist_ema200=-8.206448128703519
ttr-20190606180000-00326,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-06T18:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,3.1481467032812254,,,,,27.042505422580817,-6.776629822029272,-2.958347809770648,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=27.042505422580817; atr_rank=0.36; dist_ema200=-6.776629822029272
ttr-20190607080000-00327,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-07T08:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,1.107379694539165,,,,,87.40049851250299,-1.6513546698359691,1.9039775895755195,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=87.40049851250299; atr_rank=0.05; dist_ema200=-1.6513546698359691
ttr-20190608070000-00328,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-08T07:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.0595009411784564,,,,,35.67742886628335,-1.8679531032863093,0.1895521784178507,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=35.67742886628335; atr_rank=0.06; dist_ema200=-1.8679531032863093
ttr-20190609140000-00329,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-09T14:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.0789112278615387,,,,,29.599942746726057,-3.1830523866620437,-1.4504244425120352,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=29.599942746726057; atr_rank=0.1; dist_ema200=-3.1830523866620437
ttr-20190611110000-00330,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-11T11:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.7855614455474964,,,,,29.61207935105625,-2.111528926631217,-0.995372808160259,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=29.61207935105625; atr_rank=0.2; dist_ema200=-2.111528926631217
ttr-20190618150000-00331,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-18T15:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.6179599967163143,,,,,34.32022339602331,5.062260367735578,-0.420629988763367,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=34.32022339602331; atr_rank=0.5; dist_ema200=5.062260367735578
ttr-20190623000000-00332,backtest_tiered_raw_all_tf,binance,BTCUSDT,1d,2019-06-23T00:00:00Z,,short,T2c_D_fail_brk_short,,2,,0,,,,,,,,,,,,,,,,1.2766467207669367,,,,,91.61448891190972,77.63943092895565,35.230709819897285,,,87.64133990391986,bull,bull,,0.9059001929640403,,,,,sl_hit,,,-0.0410000000000001,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=91.61448891190972; atr_rank=0.62; dist_ema200=77.63943092895565
ttr-20190624000000-00333,backtest_tiered_raw_all_tf,binance,BTCUSDT,1w,2019-06-24T00:00:00Z,,short,T2b_W_sweep_hi_short,,2,,0,,,,,,,,,,,,,,,,2.399509626978165,,,,,87.1336111261432,88.00414590171668,71.14868621415201,,,,bull,bull,,,,,,,sl_hit,,,-0.0810000000000001,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=87.1336111261432; atr_rank=nan; dist_ema200=88.00414590171668
ttr-20190627090000-00334,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-27T09:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.042619790245737,,,,,20.545344948502645,8.456992007075602,-3.52537687574465,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=20.545344948502645; atr_rank=1.0; dist_ema200=8.456992007075602
ttr-20190630140000-00335,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-06-30T14:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.2043628350585687,,,,,19.42476879599548,-1.236751367754509,-4.746674345808423,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=19.42476879599548; atr_rank=0.13; dist_ema200=-1.236751367754509
ttr-20190701150000-00336,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-01T15:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.2412236882461696,,,,,31.879802311397228,-8.331354698893545,-7.937337256910429,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=31.879802311397228; atr_rank=0.59; dist_ema200=-8.331354698893545
ttr-20190702180000-00337,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-02T18:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,0.9858876042066655,,,,,69.89492083494238,-3.3124860284833644,0.8427353712493363,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=69.89492083494238; atr_rank=0.92; dist_ema200=-3.3124860284833644
ttr-20190705000000-00338,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-05T00:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.493568169746286,,,,,35.04417810552778,-0.7125532812751825,-2.386673851689293,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=35.04417810552778; atr_rank=0.16; dist_ema200=-0.7125532812751825
ttr-20190710170000-00339,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-10T17:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.2249380444201292,,,,,21.966008344462224,4.084171726734358,-1.5313614618791798,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=21.966008344462224; atr_rank=0.8; dist_ema200=4.084171726734358
ttr-20190711040000-00340,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-07-11T04:00:00Z,,long,T4a_H4_hammer_long,,4,,0,,,,,,,,,,,,,,,,1.5693993371871509,,,,,39.82342848229607,9.880023324426697,-1.8266991359127127,,,,bull,bull,,,,,,,sl_hit,,,-0.0159999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=39.82342848229607; atr_rank=0.61; dist_ema200=9.880023324426697
ttr-20190713110000-00341,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-13T11:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.2587784507392166,,,,,17.42067255087916,-3.412869032670624,-2.792889047989205,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=17.42067255087916; atr_rank=0.06; dist_ema200=-3.412869032670624
ttr-20190715020000-00342,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-15T02:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.2040199239324998,,,,,29.757495710901125,-11.592611764225614,-7.425720928490116,,,,bull,bull,,,,,,,tp_hit,,,0.0189999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=29.757495710901125; atr_rank=0.89; dist_ema200=-11.592611764225614
ttr-20190715190000-00343,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-15T19:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,0.950160182230964,,,,,66.62164635805496,-3.7476914541674224,1.617276188579411,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=66.62164635805496; atr_rank=0.68; dist_ema200=-3.7476914541674224
ttr-20190716210000-00344,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-16T21:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.3265519271818502,,,,,20.46281392631141,-12.92577439088832,-7.799048365088029,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=20.46281392631141; atr_rank=0.99; dist_ema200=-12.92577439088832
ttr-20190717190000-00345,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-17T19:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,0.8805794644036096,,,,,56.03690822435103,-9.661384522182214,-2.0033039452564174,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=56.03690822435103; atr_rank=0.72; dist_ema200=-9.661384522182214
ttr-20190721080000-00346,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-21T08:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.251538534068729,,,,,36.09648854961835,0.8151701446752739,0.9690698851679508,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=36.09648854961835; atr_rank=0.21; dist_ema200=0.8151701446752739
ttr-20190723100000-00347,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-23T10:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.3690019408093566,,,,,22.72430110204823,-4.76359145873282,-3.261438887654828,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=22.72430110204823; atr_rank=0.53; dist_ema200=-4.76359145873282
ttr-20190724020000-00348,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-24T02:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,0.9315744958617984,,,,,32.130035651731134,-6.895267284234297,-4.440003149825484,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=32.130035651731134; atr_rank=0.64; dist_ema200=-6.895267284234297
ttr-20190725010000-00349,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-25T01:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,1.314479355942153,,,,,64.83603218250335,-2.07814067596509,1.5143994257013802,,,,bull,bull,,,,,,,tp_hit,,,0.0189999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=64.83603218250335; atr_rank=0.98; dist_ema200=-2.07814067596509
ttr-20190727010000-00350,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-27T01:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,1.8588311872820944,,,,,73.10992796742853,-0.4288080390308917,2.222737263669317,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=73.10992796742853; atr_rank=0.35; dist_ema200=-0.4288080390308917
ttr-20190727150000-00351,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-27T15:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.424325390867674,,,,,6.99568071196488,-6.541670008489155,-4.053504631960923,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=6.99568071196488; atr_rank=0.58; dist_ema200=-6.541670008489155
ttr-20190729020000-00352,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-29T02:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,0.6651821582737588,,,,,64.69938819632905,-2.7584001186097176,0.4814918403536766,,,,bull,bull,,,,,,,tp_hit,,,0.0189999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=64.69938819632905; atr_rank=0.64; dist_ema200=-2.7584001186097176
ttr-20190730160000-00353,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-07-30T16:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,1.302835761197951,,,,,91.52520658510002,-1.131372853156453,1.4473156964747218,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=91.52520658510002; atr_rank=0.09; dist_ema200=-1.131372853156453
ttr-20190731160000-00354,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-07-31T16:00:00Z,,short,T3a_H4_sweep_hi_short_loose,,3,,0,,,,,,,,,,,,,,,,1.152149248697638,,,,,72.75686710868746,-2.2503132506988046,1.934006242550288,,,,bull,bull,,,,,,,sl_hit,,,-0.0159999999999998,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=72.75686710868746; atr_rank=0.02; dist_ema200=-2.2503132506988046
ttr-20190806000000-00355,backtest_tiered_raw_all_tf,binance,BTCUSDT,1d,2019-08-06T00:00:00Z,,short,T2c_D_fail_brk_short,,2,,0,,,,,,,,,,,,,,,,1.7156326715022303,,,,,73.8550384211334,47.165175894374805,12.415594712929016,,,72.85254865271536,bull,bull,,0.9058581429002373,,,,,sl_hit,,,-0.041,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=73.8550384211334; atr_rank=0.25; dist_ema200=47.165175894374805
ttr-20190810120000-00356,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-10T12:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.6656563452616933,,,,,29.56669937509685,0.5119138429844476,-2.9124489329965955,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=29.56669937509685; atr_rank=0.3; dist_ema200=0.5119138429844476
ttr-20190810120000-00357,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-08-10T12:00:00Z,,long,T4a_H4_hammer_long,,4,,0,,,,,,,,,,,,,,,,1.4526496208130182,,,,,34.810168372400184,6.5878534761827865,0.293213811654304,,,,bull,bull,,,,,,,sl_hit,,,-0.0159999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=34.810168372400184; atr_rank=0.65; dist_ema200=6.5878534761827865
ttr-20190812120000-00358,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-12T12:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.130529747561328,,,,,37.33770463328858,0.025646834217518,-0.5610707440291306,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=37.33770463328858; atr_rank=0.33; dist_ema200=0.025646834217518
ttr-20190813160000-00359,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-08-13T16:00:00Z,,long,T4a_H4_hammer_long,,4,,0,,,,,,,,,,,,,,,,1.573829888213155,,,,,25.945054350765176,1.0950420662702578,-3.6577170549911138,,,,bull,bull,,,,,,,sl_hit,,,-0.016,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=25.945054350765176; atr_rank=0.06; dist_ema200=1.0950420662702578
ttr-20190813170000-00360,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-13T17:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.2236453780281744,,,,,16.750467084294854,-4.04316578430749,-3.648608252325177,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=16.750467084294854; atr_rank=0.75; dist_ema200=-4.04316578430749
ttr-20190814090000-00361,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-14T09:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.2928698106325882,,,,,22.760936625493,-6.705556553832446,-4.632013404520945,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=22.760936625493; atr_rank=0.9; dist_ema200=-6.705556553832446
ttr-20190815130000-00362,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-15T13:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,0.8274726339949281,,,,,27.43075989823356,-9.686264166513372,-5.403261382424168,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=27.43075989823356; atr_rank=1.0; dist_ema200=-9.686264166513372
ttr-20190817180000-00363,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-17T18:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.854815928395151,,,,,37.8669698365187,-5.320810399195936,-1.3919324651253682,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=37.8669698365187; atr_rank=0.35; dist_ema200=-5.320810399195936
ttr-20190819080000-00364,backtest_tiered_raw_all_tf,binance,BTCUSDT,4h,2019-08-19T08:00:00Z,,short,T3a_H4_sweep_hi_short_loose,,3,,0,,,,,,,,,,,,,,,,1.1966504869609422,,,,,65.56092160575035,-0.0770084409176038,0.602364968957605,,,,bull,bull,,,,,,,sl_hit,,,-0.0159999999999998,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=65.56092160575035; atr_rank=0.28; dist_ema200=-0.0770084409176038
ttr-20190821050000-00365,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-21T05:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,0.8763291065256608,,,,,20.41772515937285,-3.6876737185737767,-3.431010645235323,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=20.41772515937285; atr_rank=0.94; dist_ema200=-3.6876737185737767
ttr-20190822190000-00366,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-22T19:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,0.5385319551321526,,,,,67.50858309362512,-2.846737321716734,-0.1977683013247293,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=67.50858309362512; atr_rank=0.56; dist_ema200=-2.846737321716734
ttr-20190825130000-00367,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-25T13:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,1.996739900390924,,,,,58.191077547912265,-0.7903874911320113,0.8715175188632219,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=58.191077547912265; atr_rank=0.61; dist_ema200=-0.7903874911320113
ttr-20190827120000-00368,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-27T12:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.7765357263277108,,,,,25.303600596548705,-1.592761631060944,-1.0124009246032308,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=25.303600596548705; atr_rank=0.16; dist_ema200=-1.592761631060944
ttr-20190831210000-00369,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-08-31T21:00:00Z,,long,T3b_H1_fail_brkdn_long,,3,,0,,,,,,,,,,,,,,,,2.5167763670565657,,,,,57.54120649762663,-2.363376634392596,0.5742116921993287,,,,bull,bull,,,,,,,sl_hit,,,-0.013,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=57.54120649762663; atr_rank=0.26; dist_ema200=-2.363376634392596
ttr-20190901220000-00370,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-09-01T22:00:00Z,,short,T4d_H1_fail_brk_short,,4,,0,,,,,,,,,,,,,,,,2.6808320179106904,,,,,80.49008168027957,-0.5406784697856548,1.7235730991759568,,,,bull,bull,,,,,,,sl_hit,,,-0.0109999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=80.49008168027957; atr_rank=0.37; dist_ema200=-0.5406784697856548
ttr-20190906200000-00371,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-09-06T20:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.6207734480765288,,,,,27.49051504269822,0.6358124842799779,-2.187480905425613,,,,bull,bull,,,,,,,tp_hit,,,0.0189999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=27.49051504269822; atr_rank=1.0; dist_ema200=0.6358124842799779
ttr-20190908110000-00372,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-09-08T11:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,4.162720989097726,,,,,36.21067327829001,0.4808559112356976,-0.9129882592046978,,,,bull,bull,,,,,,,sl_hit,,,-0.011,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=36.21067327829001; atr_rank=0.14; dist_ema200=0.4808559112356976
ttr-20190909080000-00373,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-09-09T08:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,1.9533619213320368,,,,,27.726377952755684,-1.8033114832657464,-2.3237214278276284,,,,bull,bull,,,,,,,tp_hit,,,0.0189999999999999,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=27.726377952755684; atr_rank=0.32; dist_ema200=-1.8033114832657464
ttr-20190911060000-00374,backtest_tiered_raw_all_tf,binance,BTCUSDT,1h,2019-09-11T06:00:00Z,,long,T4c_H1_sweep_lo_long,,4,,0,,,,,,,,,,,,,,,,2.0708609159027924,,,,,28.77901696516153,-2.904003779876662,-2.1284752578442254,,,,bull,bull,,,,,,,tp_hit,,,0.019,,,,binance,1.0,backfilled from tiered_trades.csv; signal-TF rsi=28.77901696516153; atr_rank=0.89; dist_ema200=-2.904003779876662
