trade_id,source,venue,symbol,timeframe,timestamp_entry,timestamp_exit,direction,setup_type,primary_setup,tier,grade,entry_price,sl_price,tp_price,sl_distance_usd,rr_target,position_size_btc,position_size_usd,nano_qty,max_risk_usd,atr,atr_avg50,atr_ok_long,ema_fast,ema_slow,wpr_fast,wpr_slow,vol_ratio,chand_long,chand_short,hi50,lo50,sig_rsi,sig_dist_ema200,sig_dist_ema50,sig_body_ratio,d_rsi,w_rsi,daily_trend,weekly_trend,ema_gap_daily,ema_gap_weekly,tp_near_res,entry_gate_passed,entry_block_reason,exit_price,exit_reason,bars_held,pnl_usd,pnl_pct,r_multiple,fees_usd,pnl_net_usd,venue_adapter,atr_scale_applied,notes
si+-20170830110000-0000,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2017-08-30T11:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,4537.0,4482.56,4650.42,54.4399999999996,2.0833945628214714,,,,250.0,68.04,,,,,,,1.35,,,,,25.69,4.16,0.75,0.402,,,,,,,,,,4482.56,sl_hit,0,-270.83,-0.013,-1.0833333333333333,5.0,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=25.69 sig_dist_ema200=4.16 d_rsi= w_rsi=; equity_after=9729.166666666666 dd_pct=0.0
si+-20171001140000-0001,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2017-10-01T14:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,4305.01,4253.35,4412.64,51.659999999999854,2.083430120015494,,,,243.23,50.62,,,,,,,1.053,,,,,43.54,5.47,0.75,0.296,67.76,,bull,,0.0356,,,,,4412.64,tp_hit,9,486.46,0.024,2.0,4.86,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=43.54 sig_dist_ema200=5.47 d_rsi=67.76 w_rsi=; equity_after=10215.625 dd_pct=0.0
si+-20171104020000-0002,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2017-11-04T02:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,7101.31,7016.09,7278.84,85.22000000000025,2.083196432762253,,,,255.39,111.22,,,,,,,0.878,,,,,37.4,9.83,1.02,0.629,73.69,,bull,,0.586,,,,,7278.84,tp_hit,10,510.78,0.024,2.0,5.11,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=37.4 sig_dist_ema200=9.83 d_rsi=73.69 w_rsi=; equity_after=10726.40625 dd_pct=0.0
si+-20171118030000-0003,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2017-11-18T03:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,7588.59,7497.53,7778.3,91.0600000000004,2.0833516362837603,,,,268.16,159.92,,,,,,,0.951,,,,,41.83,7.3,0.2,0.592,54.49,,bull,,0.5689,,,,,7778.3,tp_hit,17,536.32,0.024,2.0,5.36,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=41.83 sig_dist_ema200=7.3 d_rsi=54.49 w_rsi=; equity_after=11262.7265625 dd_pct=0.0
si+-20171217190000-0004,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2017-12-17T19:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,18845.91,18619.76,19317.06,226.15000000000146,2.083351757682947,,,,281.57,346.2,,,,,,,1.047,,,,,44.19,12.83,1.43,0.278,79.2,,bull,,1.7391999999999999,,,,,19317.06,tp_hit,2,563.14,0.024,2.0,5.63,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=44.19 sig_dist_ema200=12.83 d_rsi=79.2 w_rsi=; equity_after=11825.862890625 dd_pct=0.0
si+-20180107140000-0005,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-01-07T14:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,16520.02,16321.78,16933.02,198.23999999999978,2.0833333333333357,,,,295.65,238.31,,,,,,,0.458,,,,,34.21,8.23,0.65,0.623,60.99,73.03,bull,bull,0.9157,2.3018,,,,16321.78,sl_hit,1,-320.28,-0.013,-1.0833333333333333,5.91,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=34.21 sig_dist_ema200=8.23 d_rsi=60.99 w_rsi=73.03; equity_after=11505.579104003908 dd_pct=-2.708333333333335
si+-20180202000000-0006,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1d,2018-02-02T00:00:00Z,,long,T2a_D_hammer_long,T2a_D_hammer_long,2,,8873.03,8429.38,9937.79,443.65000000000146,2.399999999999993,,,,431.46,1266.06,,,,,,,1.516,,,,,33.96,-3.57,-27.04,0.283,39.5,53.11,bull,bull,0.0022,0.5922,,,,8429.38,sl_hit,0,-440.09,-0.051,-1.0199999999999998,8.63,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=33.96 sig_dist_ema200=-3.57 d_rsi=39.5 w_rsi=53.11; equity_after=11065.490703275758 dd_pct=-6.429739583333339
si+-20180209120000-0007,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-02-09T12:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,8333.98,8458.99,8083.96,125.01000000000022,1.9999999999999927,,,,276.64,623.63,,,,,,,0.527,,,,,71.72,-22.96,-1.98,0.136,35.56,51.15,bear,bull,-0.0478,0.5599000000000001,,,,8458.99,sl_hit,0,-295.08,-0.016,-1.0666666666666669,5.53,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=71.72 sig_dist_ema200=-22.96 d_rsi=35.56 w_rsi=51.15; equity_after=10770.410951188403 dd_pct=-8.924946527777777
si+-20180214160000-0008,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-02-14T16:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,9232.04,9370.52,8955.08,138.47999999999956,2.0000000000000133,,,,269.26,247.07,,,,,,,1.086,,,,,67.03,-9.67,7.32,0.391,45.13,57.11,bull,bull,0.0385,0.9886,,,,9370.52,sl_hit,0,-287.21,-0.016,-1.0666666666666669,5.39,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=67.03 sig_dist_ema200=-9.67 d_rsi=45.13 w_rsi=57.11; equity_after=10483.199992490048 dd_pct=-11.353614620370356
si+-20180218100000-0009,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-02-18T10:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,10472.97,10347.29,10734.79,125.67999999999847,2.0832272437937993,,,,262.08,274.7,,,,,,,1.662,,,,,44.76,9.28,0.16,0.978,63.62,57.11,bull,bull,0.13470000000000001,0.9886,,,,10734.79,tp_hit,2,524.16,0.024,2.0,5.24,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=44.76 sig_dist_ema200=9.28 d_rsi=63.62 w_rsi=57.11; equity_after=11007.359992114552 dd_pct=-6.921295351388867
si+-20180302150000-0010,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-03-02T15:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,10855.0,10724.74,11126.37,130.26000000000022,2.0832949485644123,,,,275.18,144.54,,,,,,,0.601,,,,,36.8,4.05,0.53,0.916,56.72,53.78,bull,bull,0.1875,1.1616,,,,11126.37,tp_hit,6,550.37,0.024,2.0,5.5,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=36.8 sig_dist_ema200=4.05 d_rsi=56.72 w_rsi=53.78; equity_after=11557.72799172028 dd_pct=-2.267360118958317
si+-20180304040000-0011,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-03-04T04:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,11216.69,11082.09,11497.11,134.60000000000036,2.0833580980683455,,,,288.94,122.27,,,,,,,1.245,,,,,38.24,4.84,0.12,0.342,60.33,53.78,bull,bull,0.233,1.1616,,,,11082.09,sl_hit,2,-313.02,-0.013,-1.0833333333333333,5.78,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=38.24 sig_dist_ema200=4.84 d_rsi=60.33 w_rsi=53.78; equity_after=11244.706191944522 dd_pct=-4.914285782403194
si+-20180321040000-0012,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-03-21T04:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,8931.0,9064.96,8663.07,133.95999999999913,2.000074649149015,,,,281.12,299.75,,,,,,,0.762,,,,,70.28,-5.84,4.32,0.453,39.62,29.58,bear,bull,-0.043899999999999995,0.5605,,,,9064.96,sl_hit,0,-299.86,-0.016,-1.0666666666666669,5.62,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=70.28 sig_dist_ema200=-5.84 d_rsi=39.62 w_rsi=29.58; equity_after=10944.847360159336 dd_pct=-7.449904828205767
si+-20180408120000-0013,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-04-08T12:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,7047.01,7152.72,6835.6,105.71000000000004,1.999905401570332,,,,273.62,141.79,,,,,,,0.836,,,,,72.99,-12.75,0.27,0.556,31.59,34.58,bear,bull,-0.2193,0.28600000000000003,,,,7152.72,sl_hit,2,-291.86,-0.016,-1.0666666666666669,5.47,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=72.99 sig_dist_ema200=-12.75 d_rsi=31.59 w_rsi=34.58; equity_after=10652.98476388842 dd_pct=-9.917907366120271
si+-20180514200000-0014,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-05-14T20:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,8663.37,8793.32,8403.47,129.9499999999989,2.000000000000028,,,,266.32,221.82,,,,,,,0.905,,,,,63.44,-1.75,-2.09,0.293,40.43,51.62,bear,bull,-0.028999999999999998,0.5071,,,,8793.32,sl_hit,2,-284.08,-0.016,-1.0666666666666669,5.33,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=63.44 sig_dist_ema200=-1.75 d_rsi=40.43 w_rsi=51.62; equity_after=10368.90517018473 dd_pct=-12.320096503023736
si+-20180520200000-0015,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-05-20T20:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,8526.97,8654.87,8271.16,127.90000000000146,2.0000781860828507,,,,259.22,131.26,,,,,,,0.816,,,,,74.59,-1.59,1.14,0.008,30.62,51.62,bear,bull,-0.0404,0.5071,,,,8271.16,tp_hit,6,501.16,0.029,1.9333333333333336,5.18,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=74.59 sig_dist_ema200=-1.59 d_rsi=30.62 w_rsi=51.62; equity_after=10870.068920076992 dd_pct=-8.082234500669871
si+-20180531160000-0016,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-05-31T16:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,7544.9,7658.07,7318.55,113.17000000000007,2.0000883626402697,,,,271.75,128.75,,,,,,,0.954,,,,,60.51,-7.27,0.15,0.058,39.46,42.63,bear,bull,-0.1441,0.3546,,,,7658.07,sl_hit,8,-289.87,-0.016,-1.0666666666666669,5.44,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=60.51 sig_dist_ema200=-7.27 d_rsi=39.46 w_rsi=42.63; equity_after=10580.200415541603 dd_pct=-10.53337491398535
si+-20180616160000-0017,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-06-16T16:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6513.99,6435.82,6676.84,78.17000000000007,2.0832800307023183,,,,264.51,58.53,,,,,,,2.084,,,,,59.33,-3.89,0.48,0.671,29.38,34.71,bear,bull,-0.2378,0.12890000000000001,,,,6435.82,sl_hit,19,-286.55,-0.013,-1.0833333333333333,5.29,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=59.33 sig_dist_ema200=-3.89 d_rsi=29.38 w_rsi=34.71; equity_after=10293.65332095402 dd_pct=-12.956429343398243
si+-20180619120000-0018,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-06-19T12:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,6739.04,6840.13,6536.87,101.09000000000015,1.9999010782471043,,,,257.34,104.24,,,,,,,1.602,,,,,69.13,-8.09,1.03,0.105,33.57,38.66,bear,bull,-0.2023,0.07339999999999999,,,,6536.87,tp_hit,15,497.53,0.029,1.9333333333333336,5.15,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=69.13 sig_dist_ema200=-8.09 d_rsi=33.57 w_rsi=38.66; equity_after=10791.179898133463 dd_pct=-8.74932342832917
si+-20180624160000-0019,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-06-24T16:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6190.0,6115.72,6344.75,74.27999999999975,2.0833333333333406,,,,269.78,110.14,,,,,,,3.011,,,,,54.79,-3.55,1.62,0.84,37.7,38.66,bear,bull,-0.265,0.07339999999999999,,,,6115.72,sl_hit,5,-292.26,-0.013,-1.0833333333333333,5.4,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=54.79 sig_dist_ema200=-3.55 d_rsi=37.7 w_rsi=38.66; equity_after=10498.918775892347 dd_pct=-11.220695918811929
si+-20180701150000-0020,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-07-01T15:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6316.14,6240.35,6474.04,75.78999999999996,2.0833883098034005,,,,262.47,44.63,,,,,,,1.378,,,,,44.6,1.3,0.49,0.427,48.03,38.25,bear,bull,-0.225,0.1106,,,,6474.04,tp_hit,21,524.95,0.024,2.0,5.25,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=44.6 sig_dist_ema200=1.3 d_rsi=48.03 w_rsi=38.25; equity_after=11023.864714686966 dd_pct=-6.781730714752509
si+-20180703110000-0021,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-07-03T11:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6576.51,6497.59,6740.92,78.92000000000007,2.083248859604659,,,,275.6,39.01,,,,,,,0.86,,,,,32.14,3.89,1.19,0.297,45.31,49.34,bear,bull,-0.2027,0.1707,,,,6497.59,sl_hit,10,-298.56,-0.013,-1.0833333333333333,5.51,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=32.14 sig_dist_ema200=3.89 d_rsi=45.31 w_rsi=49.34; equity_after=10725.301711997528 dd_pct=-9.306392174561296
si+-20180725160000-0022,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-07-25T16:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,8170.02,8071.98,8374.27,98.04000000000087,2.083333333333315,,,,268.13,85.5,,,,,,,1.239,,,,,33.2,7.94,0.88,0.51,81.72,46.37,bull,bull,0.030299999999999997,0.4205,,,,8071.98,sl_hit,1,-290.48,-0.013,-1.0833333333333333,5.36,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=33.2 sig_dist_ema200=7.94 d_rsi=81.72 w_rsi=46.37; equity_after=10434.824790630928 dd_pct=-11.762677386500265
si+-20180829160000-0023,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-08-29T16:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6993.04,6909.12,7167.87,83.92000000000007,2.0832936129647255,,,,260.87,52.31,,,,,,,1.823,,,,,44.57,3.79,0.25,0.214,69.12,49.76,bear,bull,-0.07690000000000001,0.2528,,,,6909.12,sl_hit,16,-282.61,-0.013,-1.0833333333333333,5.22,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=44.57 sig_dist_ema200=3.79 d_rsi=69.12 w_rsi=49.76; equity_after=10152.21495255134 dd_pct=-14.152438207282556
si+-20180919190000-0024,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-09-19T19:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6412.14,6335.19,6572.44,76.95000000000073,2.0831708901884047,,,,253.81,76.0,,,,,,,5.064,,,,,55.31,0.02,1.18,0.632,38.24,51.72,bear,bull,-0.1392,0.1471,,,,6335.19,sl_hit,24,-274.96,-0.013,-1.0833333333333333,5.08,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=55.31 sig_dist_ema200=0.02 d_rsi=38.24 w_rsi=51.72; equity_after=9877.25913091974 dd_pct=-16.47747633916865
si+-20180922090000-0025,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-09-22T09:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6693.05,6612.73,6860.38,80.32000000000062,2.083291832669306,,,,246.93,55.02,,,,,,,0.596,,,,,42.69,3.13,1.06,0.704,72.45,51.72,bear,bull,-0.09179999999999999,0.1471,,,,6612.73,sl_hit,44,-267.51,-0.013,-1.0833333333333333,4.94,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=42.69 sig_dist_ema200=3.13 d_rsi=72.45 w_rsi=51.72; equity_after=9609.750029457333 dd_pct=-18.73954468831617
si+-20181031150000-0026,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2018-10-31T15:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,6393.38,6316.66,6553.21,76.72000000000025,2.0832898852971766,,,,240.24,27.69,,,,,,,5.951,,,,,62.3,-1.04,0.54,0.709,20.18,33.18,bear,bull,-0.1058,0.1017,,,,6424.8,time_exit,47,78.36,0.003914,0.3261666666666666,4.8,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=62.3 sig_dist_ema200=-1.04 d_rsi=20.18 w_rsi=33.18; equity_after=9688.109532822533 dd_pct=-18.07693339229547
si+-20181113160000-0027,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-11-13T16:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,6461.3,6558.22,6267.46,96.92000000000007,2.0,,,,242.2,47.57,,,,,,,1.716,,,,,62.38,-0.49,0.08,0.006,61.1,42.02,bear,bear,-0.0833,-0.0388,,,,6267.46,tp_hit,3,468.26,0.029,1.9333333333333336,4.84,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=62.38 sig_dist_ema200=-0.49 d_rsi=61.1 w_rsi=42.02; equity_after=10156.368160242288 dd_pct=-14.117318506256426
si+-20181126000000-0028,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1w,2018-11-26T00:00:00Z,,long,T1a_W_fail_brkdn_long,T1a_W_fail_brkdn_long,1,,4160.55,3827.71,5200.69,332.84000000000015,3.125045066698711,,,,507.82,740.71,,,,,,,1.879,,,,,26.09,-28.94,-39.9,0.095,11.37,28.08,bear,bear,-0.3997,-0.3043,,,,3827.71,sl_hit,0,-514.17,-0.081,-1.0125,10.16,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=26.09 sig_dist_ema200=-28.94 d_rsi=11.37 w_rsi=28.08; equity_after=9642.202022130024 dd_pct=-18.465129256877177
si+-20181128200000-0029,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-11-28T20:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,4262.06,4325.99,4134.2,63.92999999999938,2.0000000000000284,,,,241.06,173.46,,,,,,,1.076,,,,,71.92,-21.05,-1.32,0.319,23.63,26.09,bear,bear,-0.3657,-0.2894,,,,4134.2,tp_hit,1,466.04,0.029,1.9333333333333336,4.82,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=71.92 sig_dist_ema200=-21.05 d_rsi=23.63 w_rsi=26.09; equity_after=10108.241786532972 dd_pct=-14.524277170959598
si+-20181217200000-0030,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-12-17T20:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,3509.03,3561.67,3403.76,52.63999999999987,1.9998100303951414,,,,252.71,72.41,,,,,,,1.968,,,,,81.12,-15.22,3.83,0.239,37.65,24.43,bear,bear,-0.4326,-0.3211,,,,3561.67,sl_hit,3,-269.55,-0.016,-1.0666666666666669,5.05,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=81.12 sig_dist_ema200=-15.22 d_rsi=37.65 w_rsi=24.43; equity_after=9838.688672225426 dd_pct=-16.80362977973401
si+-20181220160000-0031,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-12-20T16:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,4011.73,4071.91,3891.38,60.179999999999836,1.9998338318378237,,,,245.97,139.63,,,,,,,1.302,,,,,78.61,-1.47,12.84,0.165,67.47,24.43,bear,bear,-0.33759999999999996,-0.3211,,,,4071.91,sl_hit,0,-262.37,-0.016,-1.0666666666666669,4.92,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=78.61 sig_dist_ema200=-1.47 d_rsi=67.47 w_rsi=24.43; equity_after=9576.323640966082 dd_pct=-19.02219965227443
si+-20181228160000-0032,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-12-28T16:00:00Z,,short,T3b_H4_sweep_hi_short_loose,T3b_H4_sweep_hi_short_loose,3,,3821.88,3879.21,3707.22,57.32999999999993,2.000000000000008,,,,239.41,93.68,,,,,,,1.939,,,,,58.2,-3.97,1.95,0.309,65.04,20.71,bear,bear,-0.35350000000000004,-0.34090000000000004,,,,3879.21,sl_hit,3,-255.37,-0.016,-1.0666666666666669,4.79,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=58.2 sig_dist_ema200=-3.97 d_rsi=65.04 w_rsi=20.71; equity_after=9320.95501054032 dd_pct=-21.181607661547098
si+-20181229080000-0033,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,4h,2018-12-29T08:00:00Z,,short,T1d_H4_sweep_hi_short,T1d_H4_sweep_hi_short,1,,3804.82,3918.96,3538.48,114.13999999999987,2.333450148939902,,,,466.05,85.76,,,,,,,1.401,,,,,58.51,-4.21,1.2,0.387,61.11,20.71,bear,bear,-0.3754,-0.34090000000000004,,,,3815.0,time_exit,39,-57.11,-0.003676,-0.1225333333333333,9.32,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=58.51 sig_dist_ema200=-4.21 d_rsi=61.11 w_rsi=20.71; equity_after=9263.848626175744 dd_pct=-21.66450167860735
si+-20190221100000-0034,backtest_scheme_i_plus_c3c5,binance,BTCUSDT,1h,2019-02-21T10:00:00Z,,long,T3a_H1_fail_brkdn_long,T3a_H1_fail_brkdn_long,3,,3931.22,3884.05,4029.5,47.16999999999962,2.0835276658893576,,,,231.6,27.05,,,,,,,0.891,,,,,41.76,4.14,0.16,0.447,84.39,29.09,bear,bear,-0.2071,-0.332,,,,3959.27,time_exit,47,118.4,0.006135,0.51125,4.63,,binance,1.0,backfilled from scheme_i_plus_trades.csv; scheme_i weights T1=1.0 T2=0.75 T3=0.5 T4=0 dropped; 5%/R risk; FEE=0.001; sig_rsi=41.76 sig_dist_ema200=4.14 d_rsi=84.39 w_rsi=29.09; equity_after=9382.252191429052 dd_pct=-20.663276090687056
